
SYMMETRICAL COMPONENT VOLTAGES BY BUS (for 3-phase buses)

Bus                   Mag:   V1 (kV)    p.u.     V2 (kV)   %V2/V1    V0 (kV)    %V0/V1

sourcebus                69.72       1.05  1.171E-006  1.68E-006 4.535E-009 6.505E-009
l3195751                 7.364      1.023          0          0         0         0
m1026660                  7.32      1.017          0          0         0         0
l3085410                 7.426      1.031          0          0         0         0
m1026670                 7.355      1.022    0.06941     0.9437     0.108     1.468
l3178982                 7.321      1.017          0          0         0         0
m1125988                  7.37      1.024    0.03383      0.459    0.1028     1.395
l3197636                 7.277      1.011          0          0         0         0
m1089132                 7.487       1.04          0          0         0         0
l2876798                 7.371      1.024    0.09587      1.301    0.0638    0.8655
n1136660                 7.494      1.041          0          0         0         0
l3104136                 7.411      1.029    0.09034      1.219   0.08434     1.138
l3048888                  7.44      1.033          0          0         0         0
d5587291-3_int           7.527      1.045    0.07369     0.9789   0.05003    0.6646
190-8581                 7.527      1.046    0.07368     0.9788    0.0499    0.6629
l3197644                 7.389      1.026          0          0         0         0
m1009843                 7.313      1.016          0          0         0         0
l3251806                 7.313      1.016          0          0         0         0
m1069516                 7.476      1.038    0.07855      1.051   0.09459     1.265
l3251830                 7.299      1.014          0          0         0         0
l2804249                 7.388      1.026    0.01575     0.2131   0.03962    0.5363
l2935557                 7.363      1.023          0          0         0         0
m1069250                 7.338      1.019          0          0         0         0
l2690868                 7.338      1.019          0          0         0         0
l3030204                 7.509      1.043   0.009494     0.1264   0.02643    0.3519
l3179637                 7.448      1.035          0          0         0         0
m1108262                 7.488       1.04          0          0         0         0
m1108261                 7.488       1.04          0          0         0         0
d5513564-1_int           7.543      1.048      0.012     0.1591   0.02022     0.268
e192201                  7.543      1.048    0.01199      0.159   0.02021    0.2679
r20185                   7.544      1.048    0.01208     0.1601   0.02023    0.2682
l3181545                 7.347      1.021     0.1004      1.367   0.05368    0.7305
n1138603                 7.347       1.02     0.1003      1.365   0.05212    0.7094
l3178976                 7.317      1.016          0          0         0         0
l3065665                   7.2          1          0          0         0         0
l2785514                 7.397      1.027          0          0         0         0
l2710536                 7.362      1.023          0          0         0         0
l2936216                 7.511      1.043          0          0         0         0
m1026969                 7.262      1.009          0          0         0         0
l3048231                 7.347      1.021          0          0         0         0
m1069328                 7.336      1.019          0          0         0         0
d6198039-1_int           7.382      1.025    0.03013     0.4082   0.09227      1.25
e206217                  7.382      1.025    0.03016     0.4086    0.0923      1.25
l2879071                 7.241      1.006          0          0         0         0
l3029504                 7.239      1.005          0          0         0         0
m1026796                   7.4      1.028    0.08403      1.136   0.09278     1.254
p827553                  7.238      1.005          0          0         0         0
l2804251                 7.432      1.032          0          0         0         0
m1069133                 7.412       1.03          0          0         0         0
l2764399                 7.358      1.022          0          0         0         0
p895117                  7.445      1.034          0          0         0         0
l2842383                 7.456      1.036    0.01319      0.177   0.04259    0.5713
l2745811                 7.449      1.035          0          0         0         0
l2804252                  7.32      1.017          0          0         0         0
l3066815                 7.449      1.035    0.09331      1.253   0.09164      1.23
p895075                  7.522      1.045          0          0         0         0
l2710544                 7.289      1.012          0          0         0         0
n1140519                 7.416       1.03    0.08935      1.205   0.08724     1.176
l3160117                 7.262      1.009          0          0         0         0
l3029510                 7.312      1.016          0          0         0         0
e182731                  7.284      1.012          0          0         0         0
n1136658                 7.509      1.043    0.09532       1.27   0.08149     1.085
l2730149                 7.363      1.023    0.03661     0.4972    0.1106     1.503
l2860500                 7.264      1.009          0          0         0         0
l3216347                 7.493      1.041          0          0         0         0
l2767341                 7.379      1.025    0.03106     0.4209   0.09492     1.286
e206211                  7.481      1.039    0.07911      1.057   0.09202      1.23
n1134480                  7.48      1.039    0.07975      1.066   0.09353      1.25
l3030203                 7.493      1.041          0          0         0         0
l2879773                 7.425      1.031    0.01418      0.191   0.03564      0.48
l2804282                 7.372      1.024          0          0         0         0
n1137005                 7.411      1.029     0.1053      1.421    0.1014     1.368
m1047574                 7.422      1.031    0.07634      1.028     0.104     1.402
l3225319                 7.233      1.005          0          0         0         0
l3048201                 7.233      1.005          0          0         0         0
m1126025                 7.194     0.9992          0          0         0         0
l2823545                 7.193     0.9991          0          0         0         0
l3160108                 7.313      1.016          0          0         0         0
n1134478                 7.481      1.039    0.07868      1.052   0.09141     1.222
l3029055                 7.377      1.025          0          0         0         0
m1047577                 7.439      1.033    0.09229      1.241   0.09492     1.276
m1209797                 7.536      1.047    0.01136     0.1508   0.02089    0.2772
l3645811                  7.46      1.036          0          0         0         0
l3254229                 7.425      1.031          0          0         0         0
l2710521                 7.412       1.03          0          0         0         0
m1009807                 7.369      1.024    0.09405      1.276    0.1223     1.659
n1136672                 7.472      1.038          0          0         0         0
l3253995                 7.472      1.038          0          0         0         0
l2841638                 7.504      1.042          0          0         0         0
l2860492                 7.504      1.042          0          0         0         0
l2691959                 7.346       1.02          0          0         0         0
l2973159                 7.311      1.015          0          0         0         0
l2822859                 7.238      1.005          0          0         0         0
l2973158                 7.511      1.043          0          0         0         0
l2674052                 7.421      1.031          0          0         0         0
m1125990                 7.368      1.023    0.03467     0.4706    0.1052     1.427
n1136366                 7.475      1.038    0.07852       1.05   0.09563     1.279
l2916620                 7.475      1.038    0.07852       1.05   0.09563     1.279
m1026472                 7.349      1.021          0          0         0         0
m1026939                 7.357      1.022          0          0         0         0
l3104124                 7.357      1.022          0          0         0         0
l3233412                 7.236      1.005          0          0         0         0
l3235266                 7.473      1.038          0          0         0         0
l3235267                 7.391      1.027          0          0         0         0
l3235248                 7.403      1.028          0          0         0         0
l3217064                 7.423      1.031          0          0         0         0
l3200222                 7.423      1.031          0          0         0         0
l3729297                  7.41      1.029          0          0         0         0
l3197625                 7.522      1.045          0          0         0         0
l2917333                 7.409      1.029          0          0         0         0
n1140516                 7.375      1.024          0          0         0         0
m1209748                 7.516      1.044          0          0         0         0
l3142099                 7.516      1.044          0          0         0         0
l2898457                 7.263      1.009          0          0         0         0
m1166376                 7.451      1.035     0.0138     0.1852   0.04409    0.5918
l2842384                 7.451      1.035    0.01383     0.1856   0.04417    0.5929
l2763407                 7.478      1.039          0          0         0         0
d6023352-1_int           7.453      1.035    0.01352     0.1813    0.0434    0.5824
m1047750                 7.394      1.027          0          0         0         0
l2708293                 7.394      1.027          0          0         0         0
l3176656                 7.413       1.03          0          0         0         0
m1047548                 7.447      1.034    0.09337      1.254   0.09241     1.241
m1089185                 7.348      1.021    0.04027     0.5481    0.1148     1.563
l2748781                 7.193     0.9992          0          0         0         0
m1026695                 7.364      1.023    0.07164     0.9728    0.1077     1.462
n1140818                 7.363      1.023    0.07142       0.97    0.1078     1.464
l2860501                  7.28      1.011          0          0         0         0
m1209800                  7.54      1.047     0.0118     0.1565   0.02018    0.2676
l2839332                 7.539      1.047          0          0         0         0
l2954353                 7.464      1.037          0          0         0         0
l2726974                 7.396      1.027          0          0         0         0
l2785527                 7.374      1.024          0          0         0         0
l2766729                 7.374      1.024          0          0         0         0
m1069376                 7.348      1.021     0.1006      1.368    0.0554    0.7539
m1027005                 7.251      1.007          0          0         0         0
l3176660                 7.422      1.031          0          0         0         0
m1125943                 7.479      1.039          0          0         0         0
m1026874                 7.364      1.023          0          0         0         0
m1125969                  7.38      1.025    0.03077     0.4169    0.0941     1.275
l2673343                 7.258      1.008          0          0         0         0
l2764436                 7.258      1.008          0          0         0         0
d5565090-1_int           7.234      1.005          0          0         0         0
l3029495                 7.234      1.005          0          0         0         0
n1134479                 7.481      1.039    0.07882      1.054   0.09139     1.222
l2823592                 7.547      1.048    0.01201     0.1592   0.01933    0.2561
l2933164                 7.366      1.023    0.01701     0.2309   0.04179    0.5673
l2992624                 7.428      1.032    0.01488     0.2003   0.04017    0.5407
l3232301                 7.336      1.019          0          0         0         0
m1010017                 7.274       1.01          0          0         0         0
l2858175                 7.273       1.01          0          0         0         0
m1009820                 7.331      1.018          0          0         0         0
l3045895                 7.447      1.034          0          0         0         0
l2841618                 7.398      1.028          0          0         0         0
m1209817                 7.571      1.052    0.01164     0.1537     0.011    0.1452
l2785547                 7.235      1.005          0          0         0         0
221-311595                7.34      1.019          0          0         0         0
f739841                  7.349      1.021          0          0         0         0
l0247160                 7.349      1.021          0          0         0         0
l3122823                 7.283      1.012          0          0         0         0
l3048966                 7.504      1.042          0          0         0         0
m1142810                 7.428      1.032      0.016     0.2154   0.04446    0.5986
m1027109                 7.278      1.011          0          0         0         0
l3101788                 7.278      1.011          0          0         0         0
p903490                  7.481      1.039          0          0         0         0
l2916603                 7.248      1.007          0          0         0         0
l3160106                 7.319      1.017          0          0         0         0
d5563942-4_int           7.444      1.034    0.01475     0.1981   0.04643    0.6237
q16483                   7.444      1.034    0.01476     0.1983   0.04643    0.6238
m1069514                 7.467      1.037     0.0781      1.046   0.09757     1.307
p850083                  7.348      1.021    0.04027     0.5481    0.1148     1.563
l3178988                 7.425      1.031          0          0         0         0
l3010568                 7.494      1.041          0          0         0         0
m1026356                 7.379      1.025    0.03526     0.4778   0.08509     1.153
l2989600                 7.415       1.03          0          0         0         0
m1026487                 7.347      1.021          0          0         0         0
m1069348                 7.343       1.02          0          0         0         0
l2804248                 7.251      1.007          0          0         0         0
l2729413                 7.387      1.026          0          0         0         0
l2673314                 7.442      1.034          0          0         0         0
l2785528                 7.381      1.025          0          0         0         0
l2897773                 7.419       1.03          0          0         0         0
l3010567                 7.479      1.039          0          0         0         0
l2991917                 7.275       1.01          0          0         0         0
l2766730                 7.342       1.02          0          0         0         0
m1166407                 7.444      1.034          0          0         0         0
m1008753                 7.238      1.005          0          0         0         0
m1047419                 7.292      1.013          0          0         0         0
m1089207                 7.497      1.041    0.07623      1.017   0.07501     1.001
m1047572                 7.442      1.034    0.09462      1.271   0.09261     1.244
m1108329                 7.447      1.034          0          0         0         0
n1138599                 7.348      1.021     0.1005      1.368   0.05495    0.7479
l3217057                 7.502      1.042          0          0         0         0
193-103041                7.46      1.036          0          0         0         0
l2785515                  7.37      1.024          0          0         0         0
m1069206                 7.474      1.038          0          0         0         0
l2729424                 7.463      1.037          0          0         0         0
l2917359                 7.379      1.025          0          0         0         0
m3037538                  7.37      1.024          0          0         0         0
l3027133                  7.37      1.024          0          0         0         0
l3197627                 7.385      1.026          0          0         0         0
m1069187                 7.451      1.035          0          0         0         0
l2748129                 7.451      1.035          0          0         0         0
d6290228-6_int           7.462      1.036    0.07791      1.044   0.09858     1.321
q16642                   7.462      1.036    0.07791      1.044    0.0986     1.321
n1136657                 7.466      1.037    0.07806      1.046   0.09776     1.309
l3027671                 7.231      1.004          0          0         0         0
m1108423                  7.23      1.004          0          0         0         0
n1136665                 7.464      1.037          0          0         0         0
l2710532                 7.363      1.023          0          0         0         0
l2785526                 7.288      1.012          0          0         0         0
l2857591                  7.37      1.024          0          0         0         0
l2841630                 7.494      1.041          0          0         0         0
l3312692                 7.269       1.01          0          0         0         0
m1069495                 7.486       1.04    0.07788       1.04   0.08608      1.15
l3179678                 7.397      1.027    0.01529     0.2067   0.03879    0.5243
m1149225                 7.424      1.031          0          0         0         0
r42246                   7.461      1.036    0.07789      1.044   0.09868     1.322
l3632979                  7.32      1.017          0          0         0         0
p841985                  7.365      1.023          0          0         0         0
l3104796                 7.481      1.039          0          0         0         0
n1141476                 7.384      1.026          0          0         0         0
l2785519                  7.45      1.035          0          0         0         0
l3104122                  7.45      1.035          0          0         0         0
l3197618                 7.377      1.025          0          0         0         0
e192258                    7.5      1.042   0.009278     0.1237   0.02854    0.3806
d5534970-1_int           7.383      1.025    0.07807      1.057   0.09989     1.353
l2841633                 7.386      1.026    0.07925      1.073   0.09849     1.333
l3254206                 7.319      1.017          0          0         0         0
n1145954                 7.395      1.027    0.02822     0.3816   0.07383    0.9983
p827580                  7.395      1.027    0.02822     0.3816   0.07382    0.9983
l2955074                 7.429      1.032     0.0152     0.2046   0.04227     0.569
l2970845                 7.411      1.029          0          0         0         0
l3010585                 7.366      1.023          0          0         0         0
l2861219                 7.429      1.032          0          0         0         0
l3104135                  7.33      1.018          0          0         0         0
l3254203                 7.243      1.006          0          0         0         0
l2954352                 7.494      1.041          0          0         0         0
m1047400                 7.286      1.012          0          0         0         0
l2842379                 7.383      1.026          0          0         0         0
l2916617                 7.403      1.028          0          0         0         0
n1136670                 7.446      1.034    0.09355      1.256   0.09243     1.241
l2766727                 7.281      1.011          0          0         0         0
l2727019                 7.415       1.03          0          0         0         0
l2801909                  7.57      1.051    0.01165     0.1539   0.01141    0.1507
m1047831                 7.241      1.006          0          0         0         0
l2748131                 7.265      1.009          0          0         0         0
l2729427                 7.264      1.009          0          0         0         0
l2766717                 7.486       1.04          0          0         0         0
l2879064                 7.459      1.036          0          0         0         0
l3195318                 7.488       1.04          0          0         0         0
l3254204                 7.408      1.029          0          0         0         0
l2973148                 7.499      1.042          0          0         0         0
l2801902                 7.408      1.029          0          0         0         0
l2748146                 7.453      1.035          0          0         0         0
n1139549                 7.305      1.015          0          0         0         0
n1138593                 7.391      1.027          0          0         0         0
l3197624                 7.243      1.006          0          0         0         0
m1069558                 7.425      1.031          0          0         0         0
l3197654                 7.427      1.032          0          0         0         0
l2710505                 7.241      1.006          0          0         0         0
l2879065                 7.356      1.022          0          0         0         0
m1166358                 7.505      1.042          0          0         0         0
l2898522                 7.415       1.03          0          0         0         0
l2992556                 7.489       1.04          0          0         0         0
196-35813                7.416       1.03    0.08945      1.206   0.08714     1.175
l3064514                  7.44      1.033          0          0         0         0
l3141402                 7.355      1.022          0          0         0         0
l2859391                 7.342       1.02          0          0         0         0
l2860489                 7.326      1.018          0          0         0         0
m1026989                 7.258      1.008          0          0         0         0
m1209752                 7.516      1.044          0          0         0         0
l2710514                 7.274       1.01          0          0         0         0
l2726975                 7.237      1.005          0          0         0         0
l3649306                  7.41      1.029          0          0         0         0
l2767407                  7.42      1.031          0          0         0         0
l2730107                 7.516      1.044          0          0         0         0
m4113347                 7.345       1.02        0.1      1.362   0.04786    0.6516
l3216339                 7.233      1.005          0          0         0         0
d5472341-1_int           7.349      1.021          0          0         0         0
f739842                  7.349      1.021          0          0         0         0
l2897792                 7.444      1.034          0          0         0         0
m1026800                 7.402      1.028    0.08481      1.146   0.09191     1.242
m1026797                   7.4      1.028    0.08406      1.136   0.09274     1.253
l2729407                 7.362      1.023          0          0         0         0
l3342743                 7.462      1.036          0          0         0         0
l3122818                 7.439      1.033          0          0         0         0
m1047430                 7.298      1.014          0          0         0         0
l3048203                 7.263      1.009          0          0         0         0
l2936276                 7.519      1.044          0          0         0         0
l2860499                 7.426      1.031          0          0         0         0
p827564                  7.343       1.02          0          0         0         0
l3030205                 7.505      1.042          0          0         0         0
l3008248                 7.276      1.011          0          0         0         0
l2804250                 7.423      1.031          0          0         0         0
l2954354                 7.366      1.023          0          0         0         0
l2673321                 7.366      1.023          0          0         0         0
l3197634                 7.371      1.024          0          0         0         0
l3141389                 7.377      1.025          0          0         0         0
l2935559                  7.32      1.017          0          0         0         0
p895087                    7.5      1.042          0          0         0         0
l3254217                 7.404      1.028    0.08536      1.153   0.09128     1.233
l3101782                 7.194     0.9992          0          0         0         0
l2745799                 7.446      1.034          0          0         0         0
l3082983                 7.412      1.029          0          0         0         0
l2691966                 7.419       1.03          0          0         0         0
n1136368                 7.444      1.034          0          0         0         0
l3197642                 7.356      1.022          0          0         0         0
l2973157                 7.292      1.013          0          0         0         0
l2935550                 7.401      1.028          0          0         0         0
d5865224-1_int           7.349      1.021          0          0         0         0
l3066821                 7.318      1.016          0          0         0         0
m1009691                 7.318      1.016          0          0         0         0
l3178975                 7.268      1.009          0          0         0         0
m1069518                 7.475      1.038    0.07852       1.05   0.09563     1.279
l2916618                 7.396      1.027          0          0         0         0
l2710515                 7.397      1.027          0          0         0         0
l3235258                 7.379      1.025     0.0767      1.039    0.1015     1.376
l3141395                 7.372      1.024          0          0         0         0
n1136997                 7.471      1.038          0          0         0         0
l3104123                 7.471      1.038          0          0         0         0
190-7361                 7.512      1.043    0.01042     0.1387   0.01804    0.2401
l3645812                 7.462      1.036          0          0         0         0
228-1353934-4_int        7.462      1.036          0          0         0         0
l3254214                 7.233      1.005          0          0         0         0
d5686080-1_int           7.395      1.027    0.02822     0.3816   0.07382    0.9983
l2766749                 7.365      1.023    0.09699      1.317   0.06133    0.8327
l2692660                 7.377      1.025          0          0         0         0
l2955076                 7.377      1.025          0          0         0         0
m1125979                 7.481      1.039          0          0         0         0
l3160114                 7.463      1.037          0          0         0         0
l3235245                 7.395      1.027          0          0         0         0
m1026876                 7.381      1.025    0.09342      1.266    0.1195     1.619
l2785535                 7.394      1.027          0          0         0         0
l2973150                 7.441      1.034          0          0         0         0
l3160113                 7.396      1.027          0          0         0         0
l2710518                  7.32      1.017          0          0         0         0
l3195310                  7.32      1.017          0          0         0         0
l3142098                 7.418       1.03          0          0         0         0
m1026784                 7.406      1.029          0          0         0         0
l2897771                 7.411      1.029          0          0         0         0
l2917255                 7.481      1.039          0          0         0         0
l3254215                  7.47      1.038          0          0         0         0
l2989571                  7.27       1.01          0          0         0         0
l3179699                  7.49       1.04          0          0         0         0
l3029507                 7.281      1.011          0          0         0         0
l2748124                 7.235      1.005          0          0         0         0
d5958866-1_int           7.426      1.031    0.01443     0.1943   0.03676     0.495
l2861218                 7.427      1.032    0.01454     0.1958   0.03805    0.5123
l0247162                 7.349      1.021          0          0         0         0
l2935552                 7.447      1.034          0          0         0         0
l3216350                  7.32      1.017          0          0         0         0
l3197660                 7.254      1.008          0          0         0         0
m1026880                 7.364      1.023          0          0         0         0
l2822860                 7.242      1.006          0          0         0         0
l3101787                 7.278      1.011          0          0         0         0
l3027132                 7.278      1.011          0          0         0         0
l3179673                 7.493      1.041          0          0         0         0
l2879092                 7.353      1.021          0          0         0         0
l2803199                  7.35      1.021    0.04023     0.5473    0.1147     1.561
l3254208                 7.383      1.026          0          0         0         0
m1027014                 7.395      1.027          0          0         0         0
m1047433                   7.3      1.014          0          0         0         0
l2991905                   7.4      1.028          0          0         0         0
l2935560                 7.365      1.023          0          0         0         0
l3085400                  7.47      1.038          0          0         0         0
l2764403                 7.414       1.03          0          0         0         0
m1108535                 7.523      1.045    0.07392     0.9826   0.05313    0.7062
l2785521                 7.464      1.037          0          0         0         0
l3216988                 7.373      1.024          0          0         0         0
l3649305                 7.409      1.029          0          0         0         0
l2983432                 7.422      1.031          0          0         0         0
l3315860                 7.318      1.016          0          0         0         0
m1125966                 7.374      1.024          0          0         0         0
l2729423                  7.53      1.046          0          0         0         0
d6140776-1_int           7.368      1.023          0          0         0         0
l2673307                 7.376      1.024          0          0         0         0
l2685809                 7.464      1.037          0          0         0         0
l3254209                 7.395      1.027          0          0         0         0
l2860477                 7.377      1.025          0          0         0         0
p827548                  7.444      1.034          0          0         0         0
l3048946                 7.503      1.042          0          0         0         0
l2839331                 7.292      1.013          0          0         0         0
l2973180                  7.23      1.004          0          0         0         0
l3066806                 7.401      1.028          0          0         0         0
l2785529                 7.452      1.035          0          0         0         0
l3177894                  7.27       1.01          0          0         0         0
l2731712                 7.348      1.021          0          0         0         0
l2917310                 7.418       1.03          0          0         0         0
d5682346-3_int           7.481      1.039    0.07909      1.057   0.09202      1.23
l3085394                 7.427      1.032          0          0         0         0
l3236004                 7.481      1.039          0          0         0         0
l2879066                 7.262      1.009          0          0         0         0
l3048214                  7.32      1.017          0          0         0         0
l3120504                 7.271       1.01          0          0         0         0
p827537                  7.326      1.018          0          0         0         0
228-979371-2_int         7.338      1.019          0          0         0         0
l2785543                 7.348      1.021          0          0         0         0
m1047837                 7.243      1.006          0          0         0         0
l2916602                   7.5      1.042          0          0         0         0
d6140778-1_int           7.284      1.012          0          0         0         0
l2766748                 7.364      1.023          0          0         0         0
regxfmr_190-8581         7.331      1.018    0.04763     0.6496    0.1361     1.856
l3104129                 7.511      1.043          0          0         0         0
m1027110                 7.273       1.01          0          0         0         0
l3047058                 7.316      1.016          0          0         0         0
l2801949                 7.348      1.021          0          0         0         0
l2710525                 7.435      1.033          0          0         0         0
l3197640                  7.44      1.033          0          0         0         0
l3010561                 7.405      1.029          0          0         0         0
l3141390                 7.238      1.005          0          0         0         0
d5746546-1_int           7.375      1.024          0          0         0         0
d5956499-2_int           7.365      1.023    0.09713      1.319   0.06112    0.8299
l2823592_cap             7.547      1.048    0.01202     0.1593   0.01934    0.2563
q16642_cap               7.462      1.036     0.0779      1.044   0.09861     1.321
q16483_cap               7.444      1.034    0.01477     0.1984   0.04644    0.6239
hvmv_sub_hsb             69.69       1.05    0.01754    0.02517 4.535E-009 6.507E-009
regxfmr_hvmv_sub_lsb     7.527      1.045    0.01152      0.153   0.01027    0.1365
x2804253a               0.1238      1.031          0          0         0         0
x3254213b                0.122      1.016          0          0         0         0
x3216339b               0.1201     0.9998          0          0         0         0
x2954355a               0.1216      1.013          0          0         0         0
x2861197c               0.1242      1.034          0          0         0         0
x2842379a               0.1226      1.021          0          0         0         0
x2841636b               0.1208      1.006          0          0         0         0
x3047289a               0.1215      1.012          0          0         0         0
x3047289b               0.1217      1.013          0          0         0         0
x3047289c               0.1231      1.025          0          0         0         0
x3085399c                0.124      1.033          0          0         0         0
x3085391b               0.1209      1.007          0          0         0         0
x2897778a               0.1216      1.013          0          0         0         0
x3197647a               0.1223      1.019          0          0         0         0
x2936275b               0.1248      1.039          0          0         0         0
x2729408b               0.1223      1.019          0          0         0         0
x2673310a               0.1237       1.03          0          0         0         0
x3048212a               0.1226      1.021          0          0         0         0
x3104133a               0.1224      1.019          0          0         0         0
x2879087a               0.1224      1.019          0          0         0         0
x2710510c               0.1245      1.037          0          0         0         0
x3122810b               0.1203      1.002          0          0         0         0
x2954352c               0.1244      1.036          0          0         0         0
x2729411a               0.1227      1.022          0          0         0         0
x3178971a               0.1228      1.022          0          0         0         0
x3254234b               0.1216      1.013          0          0         0         0
x_293471a               0.1222      1.018          0          0         0         0
x_293471b               0.1218      1.014          0          0         0         0
x_293471c               0.1243      1.035          0          0         0         0
x2860482a                0.123      1.025          0          0         0         0
x2763811c               0.1214      1.011          0          0         0         0
x3251799a               0.1215      1.012          0          0         0         0
x2898526c                0.124      1.033          0          0         0         0
x2897780b               0.1222      1.018          0          0         0         0
x3027124c               0.1236       1.03          0          0         0         0
x2954361b               0.1228      1.022          0          0         0         0
x2745811c               0.1237       1.03          0          0         0         0
x2841633a               0.1223      1.019          0          0         0         0
x2917359a               0.1225       1.02          0          0         0         0
x2748158a               0.1224      1.019          0          0         0         0
x2955047a               0.1196     0.9957          0          0         0         0
x3122837c               0.1234      1.028          0          0         0         0
x2804269b               0.1228      1.022          0          0         0         0
x3157708c               0.1235      1.028          0          0         0         0
x3179682c                0.124      1.033          0          0         0         0
x2822877b               0.1211      1.008          0          0         0         0
x3141393c               0.1249       1.04          0          0         0         0
x2897801a               0.1229      1.023          0          0         0         0
x3217056a               0.1246      1.038          0          0         0         0
x2936270a               0.1246      1.038          0          0         0         0
x3235249a               0.1226      1.021          0          0         0         0
x3217052c               0.1242      1.035          0          0         0         0
x2916598a               0.1226      1.021          0          0         0         0
x3048206a               0.1237       1.03          0          0         0         0
x3141402c               0.1221      1.017          0          0         0         0
x3235256a               0.1232      1.026          0          0         0         0
x3178973a                0.123      1.024          0          0         0         0
x3197654a               0.1233      1.027          0          0         0         0
x3066809c               0.1226      1.021          0          0         0         0
x2766742b               0.1218      1.014          0          0         0         0
x2991908a                0.123      1.024          0          0         0         0
x3065750b               0.1201     0.9998          0          0         0         0
x3085401a               0.1242      1.034          0          0         0         0
x2729413a               0.1227      1.022          0          0         0         0
x3254915b               0.1233      1.027          0          0         0         0
x2748131b               0.1206      1.004          0          0         0         0
x3066810c               0.1224      1.019          0          0         0         0
x2973146b               0.1214      1.011          0          0         0         0
x2973180b                 0.12     0.9993          0          0         0         0
x2973167b               0.1227      1.022          0          0         0         0
x2841621c               0.1242      1.034          0          0         0         0
x3123509c               0.1248      1.039          0          0         0         0
x2841627a                0.121      1.008          0          0         0         0
x3235250b               0.1204      1.003          0          0         0         0
x3728037a                0.123      1.024          0          0         0         0
x3142078b               0.1243      1.035          0          0         0         0
x2879066b               0.1205      1.004          0          0         0         0
x3235254c               0.1238      1.031          0          0         0         0
x2917330a               0.1225       1.02          0          0         0         0
x2914323b               0.1219      1.015          0          0         0         0
x3197640c               0.1235      1.028          0          0         0         0
x3179673c               0.1244      1.036          0          0         0         0
x3048228c               0.1229      1.024          0          0         0         0
x3104126c               0.1242      1.035          0          0         0         0
x2990098a               0.1201          1          0          0         0         0
x2879067a               0.1228      1.022          0          0         0         0
x3176656a               0.1231      1.025          0          0         0         0
x2710532c               0.1222      1.018          0          0         0         0
x3160115b               0.1233      1.027          0          0         0         0
x3103822c                0.124      1.033          0          0         0         0
x2805034a               0.1228      1.022          0          0         0         0
x3157167a               0.1249       1.04          0          0         0         0
x2916620a               0.1238      1.031          0          0         0         0
x2916620b               0.1237       1.03          0          0         0         0
x2916620c               0.1249       1.04          0          0         0         0
x3027132a               0.1208      1.006          0          0         0         0
x2822862c               0.1228      1.023          0          0         0         0
x2937757c               0.1241      1.034          0          0         0         0
x2860483b               0.1205      1.004          0          0         0         0
x3048210a               0.1216      1.013          0          0         0         0
x3312692a               0.1207      1.005          0          0         0         0
x3251854a               0.1239      1.032          0          0         0         0
x3085398b               0.1223      1.019          0          0         0         0
x3254207a               0.1229      1.023          0          0         0         0
x2729424a                0.124      1.032          0          0         0         0
x3066816a               0.1216      1.012          0          0         0         0
x2785518c               0.1243      1.035          0          0         0         0
x3029503c               0.1243      1.035          0          0         0         0
x2748140a               0.1215      1.012          0          0         0         0
x2891575c               0.1234      1.028          0          0         0         0
x2842329c               0.1242      1.034          0          0         0         0
x3254212b               0.1225       1.02          0          0         0         0
x3198348a               0.1223      1.018          0          0         0         0
x3178979c               0.1247      1.039          0          0         0         0
x2879054a               0.1215      1.012          0          0         0         0
x3085388b               0.1201          1          0          0         0         0
x2991914c               0.1233      1.026          0          0         0         0
x2785534b               0.1236      1.029          0          0         0         0
x3122835b                0.123      1.024          0          0         0         0
x3085395a               0.1235      1.028          0          0         0         0
